pokemon_id,pokemon_name,ranked_default_status,strict_M_B_status,move_id,move_name,type,category,power,accuracy,source_status
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,seedbomb,Seed Bomb,Grass,Physical,80,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,shadowball,Shadow Ball,Ghost,Special,80,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,sheercold,Sheer Cold,Ice,Special,,30,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,snowscape,Snowscape,Ice,Status,,,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,solarbeam,Solar Beam,Grass,Special,120,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,stompingtantrum,Stomping Tantrum,Ground,Physical,75,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,swagger,Swagger,Normal,Status,,85,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,swordsdance,Swords Dance,Normal,Status,,,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,trailblaze,Trailblaze,Grass,Physical,50,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,waterpulse,Water Pulse,Water,Special,60,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,weatherball,Weather Ball,Normal,Special,50,100,confirmed
abomasnow,Abomasnow,ranked_allowed_champions_confirmed,needs_check,woodhammer,Wood Hammer,Grass,Physical,120,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,aerialace,Aerial Ace,Flying,Physical,60,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,airslash,Air Slash,Flying,Special,75,95,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,attract,Attract,Normal,Status,,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,block,Block,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,brutalswing,Brutal Swing,Dark,Physical,60,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,closecombat,Close Combat,Fighting,Physical,120,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,destinybond,Destiny Bond,Ghost,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,doublehit,Double Hit,Normal,Physical,35,90,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,flashcannon,Flash Cannon,Steel,Special,80,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,gyroball,Gyro Ball,Steel,Physical,,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,headsmash,Head Smash,Rock,Physical,150,80,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,irondefense,Iron Defense,Steel,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,ironhead,Iron Head,Steel,Physical,80,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,kingsshield,King’s Shield,Steel,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,metalsound,Metal Sound,Steel,Status,,85,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,nightslash,Night Slash,Dark,Physical,70,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,poltergeist,Poltergeist,Ghost,Physical,110,90,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,powertrick,Power Trick,Psychic,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,psychocut,Psycho Cut,Psychic,Physical,70,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,reflect,Reflect,Psychic,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,reversal,Reversal,Fighting,Physical,,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,rockslide,Rock Slide,Rock,Physical,75,90,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,sacredsword,Sacred Sword,Fighting,Physical,90,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,screech,Screech,Normal,Status,,85,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,shadowball,Shadow Ball,Ghost,Special,80,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,shadowclaw,Shadow Claw,Ghost,Physical,70,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,shadowsneak,Shadow Sneak,Ghost,Physical,40,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,solarblade,Solar Blade,Grass,Physical,125,100,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,steelbeam,Steel Beam,Steel,Special,140,95,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,swordsdance,Swords Dance,Normal,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,wideguard,Wide Guard,Rock,Status,,,confirmed
aegislash,Aegislash,ranked_allowed_champions_confirmed,needs_check,zenheadbutt,Zen Headbutt,Psychic,Physical,80,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,ancientpower,Ancient Power,Rock,Special,60,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,attract,Attract,Normal,Status,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,avalanche,Avalanche,Ice,Physical,60,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,blizzard,Blizzard,Ice,Special,110,70,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,bodypress,Body Press,Fighting,Physical,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,bodyslam,Body Slam,Normal,Physical,85,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,brutalswing,Brutal Swing,Dark,Physical,60,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,bulldoze,Bulldoze,Ground,Physical,60,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,crunch,Crunch,Dark,Physical,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,curse,Curse,Ghost,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,darkpulse,Dark Pulse,Dark,Special,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,dig,Dig,Ground,Physical,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,doubleedge,Double-Edge,Normal,Physical,120,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,dragonclaw,Dragon Claw,Dragon,Physical,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,dragonpulse,Dragon Pulse,Dragon,Special,85,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,dragonrush,Dragon Rush,Dragon,Physical,100,75,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,earthpower,Earth Power,Ground,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,earthquake,Earthquake,Ground,Physical,100,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,endeavor,Endeavor,Normal,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,fireblast,Fire Blast,Fire,Special,110,85,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,firepunch,Fire Punch,Fire,Physical,75,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,flamethrower,Flamethrower,Fire,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,flashcannon,Flash Cannon,Steel,Special,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,fling,Fling,Dark,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,focusblast,Focus Blast,Fighting,Special,120,70,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,headsmash,Head Smash,Rock,Physical,150,80,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,heavyslam,Heavy Slam,Steel,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,highhorsepower,High Horsepower,Ground,Physical,95,95,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,hydropump,Hydro Pump,Water,Special,110,80,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,icebeam,Ice Beam,Ice,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,icepunch,Ice Punch,Ice,Physical,75,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,icywind,Icy Wind,Ice,Special,55,95,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,irondefense,Iron Defense,Steel,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,ironhead,Iron Head,Steel,Physical,80,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,irontail,Iron Tail,Steel,Physical,100,75,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,lowkick,Low Kick,Fighting,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,megakick,Mega Kick,Normal,Physical,120,75,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,metalburst,Metal Burst,Steel,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,metalsound,Metal Sound,Steel,Status,,85,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,meteorbeam,Meteor Beam,Rock,Special,120,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,mudslap,Mud-Slap,Ground,Special,20,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,outrage,Outrage,Dragon,Physical,120,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,payback,Payback,Dark,Physical,50,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,reversal,Reversal,Fighting,Physical,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,roar,Roar,Normal,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,rockblast,Rock Blast,Rock,Physical,25,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,rockslide,Rock Slide,Rock,Physical,75,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,rocktomb,Rock Tomb,Rock,Physical,60,95,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,sandtomb,Sand Tomb,Ground,Physical,35,85,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,sandstorm,Sandstorm,Rock,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,scaryface,Scary Face,Normal,Status,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,screech,Screech,Normal,Status,,85,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,shadowclaw,Shadow Claw,Ghost,Physical,70,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,smartstrike,Smart Strike,Steel,Physical,70,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,solarbeam,Solar Beam,Grass,Special,120,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,stealthrock,Stealth Rock,Rock,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,steelbeam,Steel Beam,Steel,Special,140,95,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,steelroller,Steel Roller,Steel,Physical,130,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,stompingtantrum,Stomping Tantrum,Ground,Physical,75,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,stoneedge,Stone Edge,Rock,Physical,100,80,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,superpower,Superpower,Fighting,Physical,120,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,surf,Surf,Water,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,swagger,Swagger,Normal,Status,,85,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,taunt,Taunt,Dark,Status,,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,thunder,Thunder,Electric,Special,110,70,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,thunderpunch,Thunder Punch,Electric,Physical,75,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,thunderwave,Thunder Wave,Electric,Status,,90,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,thunderbolt,Thunderbolt,Electric,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,uproar,Uproar,Normal,Special,90,100,confirmed
aggron,Aggron,ranked_allowed_champions_confirmed,needs_check,whirlpool,Whirlpool,Water,Special,35,85,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,agility,Agility,Psychic,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,alluringvoice,Alluring Voice,Fairy,Special,80,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,bodyslam,Body Slam,Normal,Physical,85,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,calmmind,Calm Mind,Psychic,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,charge,Charge,Electric,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,chargebeam,Charge Beam,Electric,Special,50,90,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,charm,Charm,Fairy,Status,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,dazzlinggleam,Dazzling Gleam,Fairy,Special,80,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,dig,Dig,Ground,Physical,80,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,discharge,Discharge,Electric,Special,80,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,doubleteam,Double Team,Normal,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,drainingkiss,Draining Kiss,Fairy,Special,50,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,eerieimpulse,Eerie Impulse,Electric,Status,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,electricterrain,Electric Terrain,Electric,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,electroball,Electro Ball,Electric,Special,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,electroweb,Electroweb,Electric,Special,55,95,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,encore,Encore,Normal,Status,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,endeavor,Endeavor,Normal,Physical,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,expandingforce,Expanding Force,Psychic,Special,80,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,fakeout,Fake Out,Normal,Physical,40,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,faketears,Fake Tears,Dark,Status,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,feint,Feint,Normal,Physical,30,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,flail,Flail,Normal,Physical,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,fling,Fling,Dark,Physical,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,focusblast,Focus Blast,Fighting,Special,120,70,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,focuspunch,Focus Punch,Fighting,Physical,150,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,grassknot,Grass Knot,Grass,Special,,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,helpinghand,Helping Hand,Normal,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,irontail,Iron Tail,Steel,Physical,100,75,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,knockoff,Knock Off,Dark,Physical,65,100,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,lightscreen,Light Screen,Psychic,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,magicroom,Magic Room,Psychic,Status,,,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,megakick,Mega Kick,Normal,Physical,120,75,confirmed
raichualola,Alolan Raichu,ranked_allowed_champions_confirmed,needs_check,nastyplot,Nasty Plot,Dark,Status,,,confirmed
