pokemon_id,pokemon_name,ranked_default_status,strict_M_B_status,move_id,move_name,type,category,power,accuracy,source_status
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,protect,Protect,Normal,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,rest,Rest,Psychic,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,rockslide,Rock Slide,Rock,Physical,75,90,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,rocktomb,Rock Tomb,Rock,Physical,60,95,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,round,Round,Normal,Special,60,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,screech,Screech,Normal,Status,,85,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,skittersmack,Skitter Smack,Bug,Physical,70,90,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,sludgebomb,Sludge Bomb,Poison,Special,90,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,smartstrike,Smart Strike,Steel,Physical,70,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,snore,Snore,Normal,Special,50,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,solarbeam,Solar Beam,Grass,Special,120,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,spikes,Spikes,Ground,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,steelroller,Steel Roller,Steel,Physical,130,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,stompingtantrum,Stomping Tantrum,Ground,Physical,75,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,substitute,Substitute,Normal,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,sunnyday,Sunny Day,Fire,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,superpower,Superpower,Fighting,Physical,120,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,swordsdance,Swords Dance,Normal,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,throatchop,Throat Chop,Dark,Physical,80,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,toxic,Toxic,Poison,Status,,90,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,toxicspikes,Toxic Spikes,Poison,Status,,,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,trailblaze,Trailblaze,Grass,Physical,50,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,venoshock,Venoshock,Poison,Special,65,100,confirmed
scolipedemega,Mega Scolipede,ranked_allowed_champions_confirmed,confirmed,xscissor,X-Scissor,Bug,Physical,80,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,bite,Bite,Dark,Physical,60,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,bulletseed,Bullet Seed,Grass,Physical,25,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,burningjealousy,Burning Jealousy,Fire,Special,70,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,crunch,Crunch,Dark,Physical,80,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,doublehit,Double Hit,Normal,Physical,35,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,endeavor,Endeavor,Normal,Physical,,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,energyball,Energy Ball,Grass,Special,90,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,fireblast,Fire Blast,Fire,Special,110,85,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,firefang,Fire Fang,Fire,Physical,65,95,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,firespin,Fire Spin,Fire,Special,35,85,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,flamethrower,Flamethrower,Fire,Special,90,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,flareblitz,Flare Blitz,Fire,Physical,120,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,gigadrain,Giga Drain,Grass,Special,75,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,grassknot,Grass Knot,Grass,Special,,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,grassyglide,Grassy Glide,Grass,Physical,55,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,grassyterrain,Grassy Terrain,Grass,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,growth,Growth,Grass,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,helpinghand,Helping Hand,Normal,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,ingrain,Ingrain,Grass,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,lashout,Lash Out,Dark,Physical,75,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,leafstorm,Leaf Storm,Grass,Special,130,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,leechseed,Leech Seed,Grass,Status,,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,overheat,Overheat,Fire,Special,130,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,ragepowder,Rage Powder,Bug,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,sandstorm,Sandstorm,Rock,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,scaryface,Scary Face,Normal,Status,,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,seedbomb,Seed Bomb,Grass,Physical,80,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,solarbeam,Solar Beam,Grass,Special,120,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,spicyextract,Spicy Extract,Grass,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,stompingtantrum,Stomping Tantrum,Ground,Physical,75,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,superfang,Super Fang,Normal,Physical,,90,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,swagger,Swagger,Normal,Status,,85,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,temperflare,Temper Flare,Fire,Physical,75,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,thief,Thief,Dark,Physical,60,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,thunderfang,Thunder Fang,Electric,Physical,65,95,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,trailblaze,Trailblaze,Grass,Physical,50,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,willowisp,Will-O-Wisp,Fire,Status,,85,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,worryseed,Worry Seed,Grass,Status,,100,confirmed
scovillainmega,Mega Scovillain,ranked_allowed_champions_confirmed,needs_check,zenheadbutt,Zen Headbutt,Psychic,Physical,80,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,acrobatics,Acrobatics,Flying,Physical,55,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,aerialace,Aerial Ace,Flying,Physical,60,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,agility,Agility,Psychic,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,aircutter,Air Cutter,Flying,Special,60,95,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,airslash,Air Slash,Flying,Special,75,95,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,blazekick,Blaze Kick,Fire,Physical,85,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,bravebird,Brave Bird,Flying,Physical,120,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,bulkup,Bulk Up,Fighting,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,closecombat,Close Combat,Fighting,Physical,120,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,doubleteam,Double Team,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,doubleedge,Double-Edge,Normal,Physical,120,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,dualwingbeat,Dual Wingbeat,Flying,Physical,40,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,endeavor,Endeavor,Normal,Physical,,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,endure,Endure,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,facade,Facade,Normal,Physical,70,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,featherdance,Feather Dance,Flying,Status,,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,finalgambit,Final Gambit,Fighting,Special,,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,fly,Fly,Flying,Physical,90,95,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,focusblast,Focus Blast,Fighting,Special,120,70,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,heatwave,Heat Wave,Fire,Special,95,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,helpinghand,Helping Hand,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,hurricane,Hurricane,Flying,Special,110,70,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,protect,Protect,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,quickattack,Quick Attack,Normal,Physical,40,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,raindance,Rain Dance,Water,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,rest,Rest,Psychic,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,roost,Roost,Flying,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,round,Round,Normal,Special,60,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,skyattack,Sky Attack,Flying,Physical,140,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,snore,Snore,Normal,Special,50,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,steelwing,Steel Wing,Steel,Physical,70,90,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,substitute,Substitute,Normal,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,sunnyday,Sunny Day,Fire,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,swagger,Swagger,Normal,Status,,85,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,tailwind,Tailwind,Flying,Status,,,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,thief,Thief,Dark,Physical,60,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,uturn,U-turn,Bug,Physical,70,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,uproar,Uproar,Normal,Special,90,100,confirmed
staraptormega,Mega Staraptor,ranked_allowed_champions_confirmed,confirmed,whirlwind,Whirlwind,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,agility,Agility,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,allyswitch,Ally Switch,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,ancientpower,Ancient Power,Rock,Special,60,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,aquajet,Aqua Jet,Water,Physical,40,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,avalanche,Avalanche,Ice,Physical,60,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,blizzard,Blizzard,Ice,Special,110,70,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,bulkup,Bulk Up,Fighting,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,chargebeam,Charge Beam,Electric,Special,50,90,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,chillingwater,Chilling Water,Water,Special,50,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,confuseray,Confuse Ray,Ghost,Status,,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,cosmicpower,Cosmic Power,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,dazzlinggleam,Dazzling Gleam,Fairy,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,dive,Dive,Water,Physical,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,doubleedge,Double-Edge,Normal,Physical,120,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,expandingforce,Expanding Force,Psychic,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,flashcannon,Flash Cannon,Steel,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,flipturn,Flip Turn,Water,Physical,60,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,grassknot,Grass Knot,Grass,Special,,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,gravity,Gravity,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,gyroball,Gyro Ball,Steel,Physical,,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,hydropump,Hydro Pump,Water,Special,110,80,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,icebeam,Ice Beam,Ice,Special,90,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,icespinner,Ice Spinner,Ice,Physical,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,icywind,Icy Wind,Ice,Special,55,95,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,lightscreen,Light Screen,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,liquidation,Liquidation,Water,Physical,85,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,meteorbeam,Meteor Beam,Rock,Special,120,90,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,minimize,Minimize,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,powergem,Power Gem,Rock,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,psychic,Psychic,Psychic,Special,90,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,psychocut,Psycho Cut,Psychic,Physical,70,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,psyshock,Psyshock,Psychic,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,rapidspin,Rapid Spin,Normal,Physical,50,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,recover,Recover,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,reflect,Reflect,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,safeguard,Safeguard,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,scald,Scald,Water,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,selfdestruct,Self-Destruct,Normal,Physical,200,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,skillswap,Skill Swap,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,surf,Surf,Water,Special,90,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,thunder,Thunder,Electric,Special,110,70,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,thunderwave,Thunder Wave,Electric,Status,,90,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,thunderbolt,Thunderbolt,Electric,Special,90,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,triattack,Tri Attack,Normal,Special,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,trick,Trick,Psychic,Status,,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,trickroom,Trick Room,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,waterpulse,Water Pulse,Water,Special,60,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,waterfall,Waterfall,Water,Physical,80,100,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,whirlpool,Whirlpool,Water,Special,35,85,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,wonderroom,Wonder Room,Psychic,Status,,,confirmed
starmiemega,Mega Starmie,ranked_allowed_champions_confirmed,needs_check,zenheadbutt,Zen Headbutt,Psychic,Physical,80,90,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,amnesia,Amnesia,Psychic,Status,,,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,ancientpower,Ancient Power,Rock,Special,60,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,aquaring,Aqua Ring,Water,Status,,,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,avalanche,Avalanche,Ice,Physical,60,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,bite,Bite,Dark,Physical,60,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,blizzard,Blizzard,Ice,Special,110,70,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,bodypress,Body Press,Fighting,Physical,80,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,bodyslam,Body Slam,Normal,Physical,85,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,bulkup,Bulk Up,Fighting,Status,,,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,bulldoze,Bulldoze,Ground,Physical,60,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,chillingwater,Chilling Water,Water,Special,50,100,confirmed
swampertmega,Mega Swampert,ranked_allowed_champions_confirmed,confirmed,counter,Counter,Fighting,Physical,,100,confirmed
