pokemon_id,pokemon_name,ranked_default_status,strict_M_B_status,move_id,move_name,type,category,power,accuracy,source_status
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,icywind,Icy Wind,Ice,Special,55,95,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,irontail,Iron Tail,Steel,Physical,100,75,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,lastresort,Last Resort,Normal,Physical,140,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,lowkick,Low Kick,Fighting,Physical,,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,megakick,Mega Kick,Normal,Physical,120,75,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,outrage,Outrage,Dragon,Physical,120,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,reversal,Reversal,Fighting,Physical,,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,rockslide,Rock Slide,Rock,Physical,75,90,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,rocktomb,Rock Tomb,Rock,Physical,60,95,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,safeguard,Safeguard,Normal,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,sandstorm,Sandstorm,Rock,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,shadowball,Shadow Ball,Ghost,Special,80,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,shadowclaw,Shadow Claw,Ghost,Physical,70,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,solarbeam,Solar Beam,Grass,Special,120,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,suckerpunch,Sucker Punch,Dark,Physical,70,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,surf,Surf,Water,Special,90,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,terrainpulse,Terrain Pulse,Normal,Special,50,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,thief,Thief,Dark,Physical,60,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,thunder,Thunder,Electric,Special,110,70,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,thunderpunch,Thunder Punch,Electric,Physical,75,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,thunderbolt,Thunderbolt,Electric,Special,90,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,uproar,Uproar,Normal,Special,90,100,confirmed
kangaskhan,Kangaskhan,ranked_allowed_champions_confirmed,needs_check,whirlpool,Whirlpool,Water,Special,35,85,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,calmmind,Calm Mind,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,dazzlinggleam,Dazzling Gleam,Fairy,Special,80,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,drainingkiss,Draining Kiss,Fairy,Special,50,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,fairylock,Fairy Lock,Fairy,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,flashcannon,Flash Cannon,Steel,Special,80,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,foulplay,Foul Play,Dark,Physical,95,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,futuresight,Future Sight,Psychic,Special,120,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,imprison,Imprison,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,irondefense,Iron Defense,Steel,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,lastresort,Last Resort,Normal,Physical,140,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,lightscreen,Light Screen,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,magicroom,Magic Room,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,magnetrise,Magnet Rise,Electric,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,metalsound,Metal Sound,Steel,Status,,85,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,mistyterrain,Misty Terrain,Fairy,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,playrough,Play Rough,Fairy,Physical,90,90,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,psychup,Psych Up,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,psychic,Psychic,Psychic,Special,90,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,psyshock,Psyshock,Psychic,Special,80,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,recycle,Recycle,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,reflect,Reflect,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,safeguard,Safeguard,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,sandstorm,Sandstorm,Rock,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,skittersmack,Skitter Smack,Bug,Physical,70,90,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,spikes,Spikes,Ground,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,steelbeam,Steel Beam,Steel,Special,140,95,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,storedpower,Stored Power,Psychic,Special,20,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,switcheroo,Switcheroo,Dark,Status,,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,thief,Thief,Dark,Physical,60,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,thunderwave,Thunder Wave,Electric,Status,,90,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,torment,Torment,Dark,Status,,100,confirmed
klefki,Klefki,ranked_allowed_champions_confirmed,needs_check,trickroom,Trick Room,Psychic,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,aerialace,Aerial Ace,Flying,Physical,60,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,agility,Agility,Psychic,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,aurasphere,Aura Sphere,Fighting,Special,80,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bite,Bite,Dark,Physical,60,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,blazekick,Blaze Kick,Fire,Physical,85,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bodyslam,Body Slam,Normal,Physical,85,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bonerush,Bone Rush,Ground,Physical,30,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bulkup,Bulk Up,Fighting,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bulldoze,Bulldoze,Ground,Physical,60,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,bulletpunch,Bullet Punch,Steel,Physical,40,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,calmmind,Calm Mind,Psychic,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,circlethrow,Circle Throw,Fighting,Physical,60,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,closecombat,Close Combat,Fighting,Physical,120,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,coaching,Coaching,Fighting,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,copycat,Copycat,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,counter,Counter,Fighting,Physical,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,crosschop,Cross Chop,Fighting,Physical,100,80,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,crunch,Crunch,Dark,Physical,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,darkpulse,Dark Pulse,Dark,Special,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,detect,Detect,Fighting,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,dig,Dig,Ground,Physical,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,dragonpulse,Dragon Pulse,Dragon,Special,85,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,drainpunch,Drain Punch,Fighting,Physical,75,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,earthquake,Earthquake,Ground,Physical,100,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,extremespeed,Extreme Speed,Normal,Physical,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,feint,Feint,Normal,Physical,30,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,finalgambit,Final Gambit,Fighting,Special,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,flashcannon,Flash Cannon,Steel,Special,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,fling,Fling,Dark,Physical,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,focusblast,Focus Blast,Fighting,Special,120,70,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,focusenergy,Focus Energy,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,focuspunch,Focus Punch,Fighting,Physical,150,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,healpulse,Heal Pulse,Psychic,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,helpinghand,Helping Hand,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,highjumpkick,High Jump Kick,Fighting,Physical,130,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,howl,Howl,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,hyperbeam,Hyper Beam,Normal,Special,150,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,icepunch,Ice Punch,Ice,Physical,75,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,irondefense,Iron Defense,Steel,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,irontail,Iron Tail,Steel,Physical,100,75,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,lifedew,Life Dew,Water,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,lowkick,Low Kick,Fighting,Physical,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,lowsweep,Low Sweep,Fighting,Physical,65,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,megakick,Mega Kick,Normal,Physical,120,75,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,metalsound,Metal Sound,Steel,Status,,85,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,meteormash,Meteor Mash,Steel,Physical,90,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,nastyplot,Nasty Plot,Dark,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,payback,Payback,Dark,Physical,50,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,poisonjab,Poison Jab,Poison,Physical,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,protect,Protect,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,psychup,Psych Up,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,psychic,Psychic,Psychic,Special,90,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,quickattack,Quick Attack,Normal,Physical,40,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,quickguard,Quick Guard,Fighting,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,raindance,Rain Dance,Water,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,rest,Rest,Psychic,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,reversal,Reversal,Fighting,Physical,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,roar,Roar,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,rockslide,Rock Slide,Rock,Physical,75,90,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,rocktomb,Rock Tomb,Rock,Physical,60,95,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,round,Round,Normal,Special,60,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,scaryface,Scary Face,Normal,Status,,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,screech,Screech,Normal,Status,,85,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,shadowball,Shadow Ball,Ghost,Special,80,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,shadowclaw,Shadow Claw,Ghost,Physical,70,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,sleeptalk,Sleep Talk,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,snore,Snore,Normal,Special,50,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,steelbeam,Steel Beam,Steel,Special,140,95,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,stoneedge,Stone Edge,Rock,Physical,100,80,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,substitute,Substitute,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,sunnyday,Sunny Day,Fire,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,swordsdance,Swords Dance,Normal,Status,,,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,terrainpulse,Terrain Pulse,Normal,Special,50,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,thunderpunch,Thunder Punch,Electric,Physical,75,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,trailblaze,Trailblaze,Grass,Physical,50,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,upperhand,Upper Hand,Fighting,Physical,65,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,vacuumwave,Vacuum Wave,Fighting,Special,40,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,waterpulse,Water Pulse,Water,Special,60,100,confirmed
lucario,Lucario,ranked_allowed_champions_confirmed,needs_check,zenheadbutt,Zen Headbutt,Psychic,Physical,80,90,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,accelerock,Accelerock,Rock,Physical,40,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,agility,Agility,Psychic,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,assurance,Assurance,Dark,Physical,60,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,bite,Bite,Dark,Physical,60,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,bodyslam,Body Slam,Normal,Physical,85,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,brickbreak,Brick Break,Fighting,Physical,75,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,bulkup,Bulk Up,Fighting,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,bulldoze,Bulldoze,Ground,Physical,60,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,charm,Charm,Fairy,Status,,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,closecombat,Close Combat,Fighting,Physical,120,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,counter,Counter,Fighting,Physical,,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,crunch,Crunch,Dark,Physical,80,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,crushclaw,Crush Claw,Normal,Physical,75,95,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,dig,Dig,Ground,Physical,80,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,doubleteam,Double Team,Normal,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,doubleedge,Double-Edge,Normal,Physical,120,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,drillrun,Drill Run,Ground,Physical,80,95,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,earthpower,Earth Power,Ground,Special,90,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,endeavor,Endeavor,Normal,Physical,,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,endure,Endure,Normal,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,facade,Facade,Normal,Physical,70,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,firefang,Fire Fang,Fire,Physical,65,95,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,firepunch,Fire Punch,Fire,Physical,75,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,fling,Fling,Dark,Physical,,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,focusenergy,Focus Energy,Normal,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,focuspunch,Focus Punch,Fighting,Physical,150,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,foulplay,Foul Play,Dark,Physical,95,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,gigaimpact,Giga Impact,Normal,Physical,150,90,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,helpinghand,Helping Hand,Normal,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,howl,Howl,Normal,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,hypervoice,Hyper Voice,Normal,Special,90,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,irondefense,Iron Defense,Steel,Status,,,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,ironhead,Iron Head,Steel,Physical,80,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,irontail,Iron Tail,Steel,Physical,100,75,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,knockoff,Knock Off,Dark,Physical,65,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,lashout,Lash Out,Dark,Physical,75,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,lastresort,Last Resort,Normal,Physical,140,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,lowsweep,Low Sweep,Fighting,Physical,65,100,confirmed
lycanroc,Lycanroc,ranked_allowed_champions_confirmed,needs_check,megakick,Mega Kick,Normal,Physical,120,75,confirmed
